aX,aY,aZ,gX,gY,gZ,Angle1,Angle2,Angle3,Angle4,Angle5
459,485,-699,-12.817,-12.268,37.720,0.0,2.0,2.0,5.0,0.0
433,487,-718,-18.372,-16.174,36.133,0.0,1.0,2.0,3.0,0.0
401,490,-743,-21.118,-13.489,33.875,0.0,1.0,2.0,5.0,0.0
394,485,-750,-24.109,-9.583,31.067,0.0,1.0,2.0,3.0,0.0
427,483,-755,-28.748,-8.911,29.724,0.0,0.0,2.0,3.0,0.0
448,485,-751,-31.311,-10.193,25.146,0.0,1.0,1.0,2.0,0.0
473,490,-774,-28.259,-15.259,23.132,0.0,1.0,2.0,3.0,0.0
484,480,-801,-25.574,-17.212,23.560,0.0,1.0,2.0,2.0,0.0
456,491,-821,-25.452,-15.198,26.306,0.0,0.0,1.0,1.0,0.0
435,494,-824,-23.193,-6.531,30.823,0.0,1.0,1.0,1.0,0.0
444,478,-814,-15.564,-1.648,29.602,0.0,1.0,2.0,0.0,0.0
473,461,-802,-12.634,-1.404,27.710,0.0,0.0,1.0,1.0,0.0
480,454,-803,-10.986,-6.287,26.917,0.0,0.0,2.0,1.0,0.0
466,455,-810,-4.578,-11.353,29.114,0.0,0.0,1.0,1.0,0.0
462,457,-781,-10.559,-12.146,30.579,0.0,0.0,1.0,1.0,0.0
463,486,-764,-15.381,-12.817,31.555,0.0,0.0,1.0,0.0,0.0
447,486,-780,-14.160,-13.916,34.729,0.0,0.0,1.0,0.0,0.0
429,479,-791,-7.751,-10.986,36.499,0.0,0.0,1.0,0.0,0.0
452,457,-781,-6.592,-8.911,36.316,0.0,0.0,1.0,0.0,0.0
477,479,-765,-9.827,-7.812,35.339,0.0,1.0,1.0,0.0,0.0
476,488,-763,-9.644,-12.268,35.278,0.0,0.0,1.0,1.0,0.0
454,497,-768,-9.705,-14.099,35.767,0.0,0.0,1.0,0.0,0.0
439,504,-780,-9.033,-14.343,36.133,0.0,0.0,1.0,0.0,0.0
423,494,-796,-5.310,-13.916,37.903,0.0,0.0,0.0,0.0,0.0
433,490,-788,-4.089,-13.184,41.443,0.0,0.0,1.0,0.0,0.0
435,497,-779,-5.981,-14.404,41.748,0.0,0.0,1.0,0.0,0.0
423,512,-776,-5.371,-14.709,40.955,0.0,0.0,0.0,0.0,0.0
422,519,-771,-1.465,-14.771,38.940,0.0,1.0,0.0,0.0,0.0
383,531,-790,2.991,-12.390,36.499,0.0,0.0,1.0,0.0,0.0
378,537,-790,9.338,-7.446,33.691,0.0,0.0,1.0,0.0,0.0
390,531,-768,13.000,-7.751,32.043,0.0,0.0,1.0,0.0,0.0
387,523,-756,15.442,-11.841,29.053,0.0,0.0,0.0,0.0,0.0
